prob,topic,docID
0.49924774891431345,75,10.1107/S1600536813016577
0.9487057017263093,1,10.1107/S1600536813016887
0.9616202946134554,138,10.1107/S1744309109032540
0.9679691567924401,94,10.1107/S1744309110048414
0.13567080561078784,0,10.1107/S160053680600016X
0.3005376739203269,41,10.1107/S160053680600016X
0.4762015736560075,77,10.1107/S160053680600016X
0.9593919823097949,1,10.1107/S1600536813016759
0.9647755764745471,18,10.1107/S1744309110051110
0.8027432281837363,18,10.1107/S1600536806002170
0.9451729118446449,25,10.1107/S1600536813017418
0.9478150744148058,34,10.1107/S0907444901018972
0.8895434447714446,60,10.1107/S0108270107015387
0.9800993489035038,88,10.1107/S0907444912044903
0.9644603026176825,85,10.1107/S0108270107019312
0.9169903094764315,53,10.1107/S0108270107021622
0.9698350439347395,109,10.1107/S1600536812029819
0.9586869320430486,34,10.1107/S1600536812029777
0.950757638225134,12,10.1107/S0907444900014104
0.9648268844465243,12,10.1107/S1600536812031789
0.39960884734410246,6,10.1107/S0909049508030859
0.2108093812859359,72,10.1107/S0909049508030859
0.36996743254107567,134,10.1107/S0909049508030859
0.9649129804151236,7,10.1107/S1600536812032618
0.9643553758603487,129,10.1107/S0108768199014020
0.976835776885439,74,10.1107/S1399004714021245
0.22004747044477035,58,10.1107/S090744490102039X
0.1752493091440682,98,10.1107/S090744490102039X
0.23762860923896723,112,10.1107/S090744490102039X
0.3294380588849024,142,10.1107/S090744490102039X
0.8757363929932717,60,10.1107/S0108270197007531
0.6555909124742754,0,10.1107/S1600536804015806
0.2651716216190752,1,10.1107/S1600536804015806
0.9621294904357262,3,10.1107/S1600536809030499
0.9245495501378694,4,10.1107/S0567739481001307
0.41546184849635653,64,10.1107/S0021889888014803
0.3873552263109356,95,10.1107/S0021889888014803
0.8917120369777644,1,10.1107/S1600536804016368
0.5877934196564464,4,10.1107/S1600536809030736
0.22962113000686687,29,10.1107/S1600536809030736
0.13446027395596474,108,10.1107/S1600536809030736
0.8578929311773511,26,10.1107/S1600536804018124
0.9569064991030499,56,10.1107/S002188989201286X
0.4750846083747706,2,10.1107/S0108767393011535
0.3007954119506696,22,10.1107/S0108767393011535
0.18922615314745855,99,10.1107/S0108767393011535
0.9235169328294205,43,10.1107/S1600536804016642
0.8898511895205021,46,10.1107/S1600536804017301
0.9187840277333225,1,10.1107/S1600536804017015
0.9377181426499286,100,10.1107/S1600536804018434
0.9108312865265716,4,10.1107/S1600536809031109
0.2806631488340783,51,10.1107/S1744309107047069
0.27326761299626084,82,10.1107/S1744309107047069
0.39945258244580045,124,10.1107/S1744309107047069
0.8313561798443273,7,10.1107/S0108270102004511
0.10373801555524706,56,10.1107/S0108270102004511
0.502562105314646,0,10.1107/S1600536809032620
0.42278450501315107,102,10.1107/S1600536809032620
0.923658567751096,104,10.1107/S0108270197007920
0.9096657565614,35,10.1107/S1600536809032413
0.8902956739624888,54,10.1107/S1600536804015983
0.12221451288439038,12,10.1107/S1600536809031882
0.8199703733412141,146,10.1107/S1600536809031882
0.9339085059551188,39,10.1107/S1600536809033303
0.9571872723423587,8,10.1107/S1600536809033315
0.724709335527343,41,10.1107/S1600536809032772
0.21359348227281164,48,10.1107/S1600536809032772
0.8754986356392602,142,10.1107/S1600536804017179
0.9114007575266941,1,10.1107/S1600536809033662
0.4111331531381603,0,10.1107/S1600536809033480
0.5198396999545633,71,10.1107/S1600536809033480
0.975820145713217,39,10.1107/S0108270103025903
0.9250314077804221,1,10.1107/S1600536812007313
0.5834464983199049,1,10.1107/S1600536806017041
0.3761451059971442,77,10.1107/S1600536806017041
0.9103600522674674,23,10.1107/S1600536812007842
0.7517401683663932,32,10.1107/S1600536806019167
0.9023742211956114,0,10.1107/S1600536806018794
0.934916147463741,0,10.1107/S1600536812008082
0.9709185359055326,19,10.1107/S1600536806019015
0.9586483908651772,104,10.1107/S1600536806018903
0.9764386522335383,15,10.1107/S0909049511037149
0.44225080362529656,0,10.1107/S1600536806015121
0.2708320759447859,1,10.1107/S1600536806015121
0.24803020361239517,7,10.1107/S1600536806015121
0.9671936293693171,11,10.1107/S1600536812003807
0.6482142075423968,0,10.1107/S1600536812004412
0.3145062365313245,61,10.1107/S1600536812004412
0.9590258868258271,17,10.1107/S1600536812005156
0.9567480316820197,91,10.1107/S1600536812005338
0.9698350534088834,109,10.1107/S0909049503029169
0.9679738962785345,98,10.1107/S1744309110035074
0.14418304943287966,1,10.1107/S1600536812005016
0.8156152519863523,51,10.1107/S1600536812005016
0.2926707707323766,3,10.1107/S1600536812004783
0.6192086938560994,8,10.1107/S1600536812004783
0.9689966255608778,13,10.1107/S1744309110037954
0.9551466074842888,75,10.1107/S010827010803669X
0.9625156943256581,1,10.1107/S160053681200671X
0.16265338285478204,0,10.1107/S1600536812001353
0.8060034903503573,90,10.1107/S1600536812001353
0.9502069945088243,122,10.1107/S1600536812004758
0.23431588052839805,0,10.1107/S1600536812006137
0.21566296316584774,16,10.1107/S1600536812006137
0.48236231820784936,17,10.1107/S1600536812006137
0.9818689004403934,92,10.1107/S1399004714005550
0.9233094642118501,141,10.1107/S1600536812007878
0.900398908511408,142,10.1107/S0108270196005628
0.9663933907860427,1,10.1107/S1600536812003704
0.9448216974666291,27,10.1107/S1600536812032333
0.90137161352513,18,10.1107/S0108270196006002
0.2682420096534074,3,10.1107/S1600536812032266
0.6778979687411291,12,10.1107/S1600536812032266
0.9009750841026419,51,10.1107/S1600536812032655
0.9452862646945934,12,10.1107/S1600536812003820
0.9451791869252418,75,10.1107/S1600536812003674
0.9289831230128645,102,10.1107/S0108270196003368
0.9603270903137212,42,10.1107/S1600536812003637
0.9616858639894084,79,10.1107/S1600536812003078
0.9177687803878622,75,10.1107/S1600536810042972
0.8763029241919171,15,10.1107/S1600536810039905
0.207371692581125,0,10.1107/S1600536810043904
0.7354001145123618,137,10.1107/S1600536810043904
0.9290861806578149,106,10.1107/S0108270197011062
0.5180852768865553,0,10.1107/S1600536810040456
0.42541772858612875,11,10.1107/S1600536810040456
0.9476137441061144,123,10.1107/S0108270197009542
0.961711662031766,31,10.1107/S1744309108011512
0.9481771890851876,3,10.1107/S1600536810043795
0.9242589449036452,3,10.1107/S0108270197009682
0.9764186801179204,20,10.1107/S0108270112031526
0.8269193937279881,47,10.1107/S0108270197011438
0.09078908817971279,135,10.1107/S0108270197011438
0.9386965094510006,4,10.1107/S0108270197010809
0.340414189127707,15,10.1107/S0907444997005829
0.43575124776309354,102,10.1107/S0907444997005829
0.2015160318948363,131,10.1107/S0907444997005829
0.29281592105861537,0,10.1107/S1600536810038535
0.21344757733086822,1,10.1107/S1600536810038535
0.4468146673909839,16,10.1107/S1600536810038535
0.31273652140592917,1,10.1107/S1600536810042327
0.6273119273064994,3,10.1107/S1600536810042327
0.8915269124383008,0,10.1107/S1600536810042601
0.374842056698425,0,10.1107/S1600536810043485
0.5742780535059705,10,10.1107/S1600536810043485
0.3247982079323608,7,10.1107/S1600536810040602
0.6308959064886681,36,10.1107/S1600536810040602
0.9775417016045412,6,10.1107/S1399004714023931
0.8891056137877512,129,10.1107/S0108270104025648
0.4338415985449048,8,10.1107/S0021889898010632
0.35700737143655115,119,10.1107/S0021889898010632
0.16838426555566538,124,10.1107/S0021889898010632
0.9505917435299889,6,10.1107/S0108270104026356
0.9419833024286658,18,10.1107/S1600536810041607
0.9672207094606614,17,10.1107/S0021889884011845
0.9643644646182304,128,10.1107/S0021889811030226
0.3735210886657987,19,10.1107/S0021889811034911
0.3252423757311778,27,10.1107/S0021889811034911
0.24998385866679984,42,10.1107/S0021889811034911
0.9378253968329043,112,10.1107/S0108270101018017
0.8030733693186337,3,10.1107/S0108270100015742
0.5605362886122709,3,10.1107/S010827010200032X
0.35780503088830945,93,10.1107/S010827010200032X
0.9501296480240656,136,10.1107/S1600536810038511
0.9585128018159884,80,10.1107/S160057671401303X
0.9655914233919572,133,10.1107/S0108270102000707
0.9507683423299484,3,10.1107/S1600576714014289
0.6646818628065004,1,10.1107/S1600536810039449
0.261531612457418,3,10.1107/S1600536810039449
0.9250314102153753,1,10.1107/S1600536810039000
0.8906447602819476,11,10.1107/S1600536808043717
0.94788739255625,71,10.1107/S1600536809000063
0.9446790265184709,135,10.1107/S1600536808043286
0.9632158357468543,68,10.1107/S090744499801021X
0.9475186471126799,101,10.1107/S0907444998004934
0.9381879359276627,69,10.1107/S1600536809001093
0.14861533441344063,3,10.1107/S1600536809000579
0.4233611412873778,4,10.1107/S1600536809000579
0.3720368854567466,18,10.1107/S1600536809000579
0.9425730712908271,0,10.1107/S1600536809001251
0.5525052539614671,30,10.1107/S0021889897008972
0.4026157499003653,87,10.1107/S0021889897008972
0.9291289987436738,76,10.1107/S0108767396000918
0.29988191861209607,9,10.1107/S0907444998008725
0.44468348411784525,13,10.1107/S0907444998008725
0.2291742197356026,69,10.1107/S0907444998008725
0.9112492414372124,0,10.1107/S1600536808043705
0.30490307397517297,0,10.1107/S1600536811035495
0.6562982980775617,116,10.1107/S1600536811035495
0.9631811528262275,60,10.1107/S1600536811037093
0.9607025380649384,7,10.1107/S1600536814005418
0.9620319960874668,29,10.1107/S1600536814005352
0.9506330532959877,54,10.1107/S1600536811035744
0.47983625214304876,0,10.1107/S1600536811035641
0.471923950828325,22,10.1107/S1600536811035641
0.9480256279507079,50,10.1107/S1600536811034933
0.9287744282909998,118,10.1107/S1600536814005868
0.9506981472143572,23,10.1107/S1600536811038955
0.5246167132335716,7,10.1107/S1600536814006266
0.4102380520507546,84,10.1107/S1600536814006266
0.9570003039666191,69,10.1107/S1600536811036774
0.8581491232615854,94,10.1107/S1600536801009679
0.909592765665344,108,10.1107/S0021889892004795
0.8753530126347256,33,10.1107/S1600536801007838
0.8583626237849293,21,10.1107/S1600536801009278
0.9100384903462345,15,10.1107/S1600536801008170
0.6843011146900606,1,10.1107/S1600536801008984
0.2197764032498252,3,10.1107/S1600536801008984
0.10275532285538119,1,10.1107/S160053681400453X
0.8678654699256634,110,10.1107/S160053681400453X
0.27283808976865953,1,10.1107/S1600536801009758
0.3639719889909134,17,10.1107/S1600536801009758
0.3179392870622802,36,10.1107/S1600536801009758
0.9025408332799879,1,10.1107/S1600536811036191
